ProteinName	SampleID	Condition	NormIntensity	Ibaq	IbaqNorm	IbaqLog	IbaqPpb	MolecularWeight	TPA	CopyNumber	Moles[nmol]	Weight[ng]	Concentration[nM]
P62280	PXD000396-Sample-11	HeLa	8273701816	63643860.12	0.001879677	7.274083164	187967.6725	18418.99316	449194.0327	1.79E+18	2968.446797	54675801.25	2430.33718
P62304	PXD000396-Sample-11	HeLa	936604170	78050347.5	0.002305162	7.362701492	230516.2215	10796.63697	86749.62147	3.45E+17	573.2748372	6189440.3	469.3535868
P62306	PXD000396-Sample-11	HeLa	1608703472	107246898.1	0.003167462	7.500711391	316746.1839	9718.776787	165525.303	6.59E+17	1093.854815	10630930.78	895.564653
P62310	PXD000396-Sample-11	HeLa	278819210	46469868.33	0.001372455	7.137498093	137245.4935	11838.02347	23552.8516	9.37E+16	155.6462949	1842544.492	127.4312808
P62312	PXD000396-Sample-11	HeLa	63978428	10663071.33	0.000314926	6.498208966	31492.63254	9121.767159	7013.819459	2.79E+16	46.35001445	422794.0396	37.94784651
P62314	PXD000396-Sample-11	HeLa	1636762280	102297642.5	0.003021289	7.480192277	302128.9049	13273.36405	123311.7899	4.91E+17	814.8916976	10816354.17	667.1709907
P62316	PXD000396-Sample-11	HeLa	2901373654	45333963.34	0.001338907	7.12675034	133890.6779	13518.22685	214626.7914	8.54E+17	1418.33632	19173392.13	1161.22529
P62318	PXD000396-Sample-11	HeLa	1623727486	67655311.92	0.001998152	7.300628552	199815.2137	13907.30424	116753.5748	4.65E+17	771.5524917	10730215.24	631.688164
P62330	PXD000396-Sample-11	HeLa	144114670	10293905	0.000304023	6.482906807	30402.32569	20069.43488	7180.803589	2.86E+16	47.45350976	952365.1237	38.85130406
P62333	PXD000396-Sample-11	HeLa	2049956202	6029282.947	0.000178071	6.250592316	17807.06387	44145.09923	46436.77866	1.85E+17	306.8720794	13546898.4	251.2433859
P62424	PXD000396-Sample-11	HeLa	11818761930	98489682.75	0.002908824	7.46371739	290882.3631	29977.02418	394260.6797	1.57E+18	2605.426089	78102920.88	2133.123592
P62495	PXD000396-Sample-11	HeLa	2652385498	5262669.639	0.000155429	6.19153276	15542.92529	49000.15004	54130.15054	2.15E+17	357.7128374	17527982.7	292.8679097
P62633	PXD000396-Sample-11	HeLa	1331475202	12802646.17	0.000378117	6.577626394	37811.71661	19449.5637	68457.84421	2.72E+17	452.3957434	8798899.831	370.3870308
P62701	PXD000396-Sample-11	HeLa	5988672740	49905606.17	0.001473927	7.168475986	147392.704	29579.05395	202463.2955	8.06E+17	1337.955265	39575450.96	1095.41543
P62745	PXD000396-Sample-11	HeLa	559126544	20708390.52	0.000611608	6.786472998	61160.77748	22109.12624	25289.40031	1.01E+17	167.1220762	3694923.079	136.8267728
P62750	PXD000396-Sample-11	HeLa	6436502286	131357189.5	0.003879542	7.588780499	387954.2367	17684.13425	363970.4492	1.45E+18	2405.256605	42534880.7	1969.240129
P62753	PXD000396-Sample-11	HeLa	4471829820	45169998.18	0.001334064	7.125176724	133406.4183	28662.98672	156014.091	6.21E+17	1031.001071	29551570.01	844.1048154
P62805	PXD000396-Sample-11	HeLa	5701653510	158379264.2	0.00467762	7.670024972	467762.037	11360.38178	501889.2517	2.00E+18	3316.677055	37678717.58	2715.441479
P62820	PXD000396-Sample-11	HeLa	600519700	8006929.333	0.000236479	6.373792647	23647.90363	22663.37946	26497.35892	1.05E+17	175.1047309	3968464.962	143.3623598
P62826	PXD000396-Sample-11	HeLa	17734180370	177341803.7	0.005237666	7.719137772	523766.5662	24407.6179	726583.8249	2.89E+18	4801.545147	117194279.3	3931.137895
P62829	PXD000396-Sample-11	HeLa	6548447460	121267545.6	0.003581552	7.554071239	358155.1817	14856.0616	440792.9662	1.75E+18	2912.929321	43274657.43	2384.883717
P62834	PXD000396-Sample-11	HeLa	138476626	6923831.3	0.00020449	6.310673129	20449.04963	20973.70807	6602.39122	2.63E+16	43.63113853	915106.7623	35.72183887
P62841	PXD000396-Sample-11	HeLa	2412363486	67010096.83	0.001979096	7.296466897	197909.6163	17029.17337	141660.6334	5.64E+17	936.1479066	15941825.01	766.4462997
P62847	PXD000396-Sample-11	HeLa	2670671204	111277966.8	0.003286517	7.516735833	328651.6623	15413.43189	173269.0826	6.90E+17	1145.028686	17648821.68	937.4619049
P62851	PXD000396-Sample-11	HeLa	6798990944	271959637.8	0.008032137	7.904831105	803213.6961	13733.69867	495058.9865	1.97E+18	3271.540038	44930345.06	2678.486742
P62857	PXD000396-Sample-11	HeLa	2254844680	250538297.8	0.007399473	7.869200774	739947.2724	7836.20143	287747.1566	1.15E+18	1901.543794	14900880.2	1556.838609
P62861	PXD000396-Sample-11	HeLa	1647182960	274530493.3	0.008108065	7.908917242	810806.5375	14380.77003	114540.6648	4.56E+17	756.9287319	10885218.02	619.715348
P62873	PXD000396-Sample-11	HeLa	272583084	5241982.385	0.000154818	6.189822208	15481.82694	37353.01325	7297.485806	2.90E+16	48.22459069	1801333.775	39.48260614
P62879	PXD000396-Sample-11	HeLa	522218870	8034136.462	0.000237283	6.375265855	23728.25797	37307.05941	13997.85666	5.57E+16	92.50321629	3451022.986	75.73455791
P62888	PXD000396-Sample-11	HeLa	6658486900	158535402.4	0.004682232	7.67045291	468223.1803	12775.74165	521182.0247	2.07E+18	3444.171114	44001840.34	2819.823862
P62899	PXD000396-Sample-11	HeLa	4740438816	96743649.31	0.002857256	7.455949117	285725.5759	14453.92992	327968.853	1.31E+18	2167.344221	31326641.48	1774.455668
P62906	PXD000396-Sample-11	HeLa	7367133060	74415485.45	0.002197809	7.34198997	219780.9116	24815.53519	296875.8483	1.18E+18	1961.869697	48684846.51	1606.228844
P62910	PXD000396-Sample-11	HeLa	5159534470	80617726.09	0.002380988	7.376757195	238098.7939	15849.80425	325526.6998	1.30E+18	2151.205535	34096186.63	1761.242546
P62913	PXD000396-Sample-11	HeLa	5535546240	87865813.33	0.002595055	7.414146585	259505.5107	20239.64017	273500.23	1.09E+18	1807.394628	36581016.91	1479.756473
P62917	PXD000396-Sample-11	HeLa	7652437020	57973007.73	0.001712192	7.233552484	171219.2081	28007.28887	273230.1957	1.09E+18	1805.610138	50570244.72	1478.295469
P62942	PXD000396-Sample-11	HeLa	507221082	56357898	0.001664491	7.221281438	166449.0949	11943.08417	42469.85742	1.69E+17	280.6571393	3351911.839	229.7805981
P62993	PXD000396-Sample-11	HeLa	1120495088	7275942.13	0.00021489	6.332215887	21488.98424	25190.43397	44480.97596	1.77E+17	293.9473835	7404662.156	240.6616335
P62995	PXD000396-Sample-11	HeLa	814685388	12343718	0.000364563	6.561772643	36456.30447	33645.55899	24213.75696	9.64E+16	160.0138115	5383754.134	131.0070694
P63000	PXD000396-Sample-11	HeLa	821992930	58713780.71	0.00173407	7.239066698	173407.0291	21436.24176	38345.94418	1.53E+17	253.4047358	5432045.18	207.4684146
P63010	PXD000396-Sample-11	HeLa	1511282763	1893838.049	5.59E-05	5.747669489	5593.317713	104486.0424	14463.9679	5.76E+16	95.58345849	9987137.296	78.25642461
P63096	PXD000396-Sample-11	HeLa	105717252	2349272.267	6.94E-05	5.841260003	6938.410699	40335.2299	2620.965649	1.04E+16	17.32034826	698620.2292	14.18057632
P63098	PXD000396-Sample-11	HeLa	134133577	3725932.694	0.000110043	6.041561657	11004.28062	19287.57563	6954.403166	2.77E+16	45.95736875	886406.2254	37.62637824
P63104	PXD000396-Sample-11	HeLa	11524550750	91464688.49	0.002701345	7.431580111	270134.5358	27727.72854	415632.7026	1.65E+18	2746.660629	76158660.33	2248.755631
P63151	PXD000396-Sample-11	HeLa	418283780	3983655.048	0.000117654	6.070608376	11765.44549	51659.487	8096.940258	3.22E+16	53.50769294	2764179.968	43.80800617
P63167	PXD000396-Sample-11	HeLa	601159590	60115959	0.001775483	7.249316431	177548.2642	10359.10805	58031.98375	2.31E+17	383.4976507	3972693.601	313.9785426
P63173	PXD000396-Sample-11	HeLa	1941724500	215747166.7	0.006371941	7.804271752	637194.1093	8212.732058	236428.5705	9.41E+17	1562.410855	12831661.72	1279.182499
P63208	PXD000396-Sample-11	HeLa	3256572020	32565720.2	0.000961806	6.983087338	96180.5682	18646.24488	174650.2871	6.95E+17	1154.156216	21520679.43	944.9348282
P63220	PXD000396-Sample-11	HeLa	2430619890	121530994.5	0.003589333	7.555013703	358933.2597	9105.568537	266937.7404	1.06E+18	1764.027175	16062470.34	1444.25052
P63241	PXD000396-Sample-11	HeLa	5015976300	208999012.5	0.006172639	7.790470885	617263.9098	16821.40464	298190.0981	1.19E+18	1970.554765	33147499.07	1613.339513
P63244	PXD000396-Sample-11	HeLa	15766842788	41491691.55	0.001225428	7.088287792	122542.7979	35054.55813	449780.1036	1.79E+18	2972.319779	104193356.5	2433.508081
P63279	PXD000396-Sample-11	HeLa	1762518692	35969769.22	0.001062342	7.026264303	106234.188	17995.19889	97943.82949	3.90E+17	647.2504658	11647400.87	529.9191731
P67809	PXD000396-Sample-11	HeLa	4129114422	34409286.85	0.001016254	7.007002323	101625.4129	35902.67576	115008.5428	4.58E+17	760.0206495	27286774.95	622.2467736
P67812	PXD000396-Sample-11	HeLa	196007872	9800393.6	0.000289448	6.461570169	28944.77442	20612.09339	9509.362696	3.78E+16	62.84152322	1295295.346	51.44983245
P67870	PXD000396-Sample-11	HeLa	546920689.5	10938413.79	0.000323058	6.509281	32305.83715	24926.00235	21941.77316	8.73E+16	144.9996695	3614262.102	118.7146383
P67936	PXD000396-Sample-11	HeLa	1649948364	18332759.6	0.000541445	6.733554495	54144.51835	28504.49118	57883.80342	2.30E+17	382.5184182	10903492.88	313.1768219
P68036	PXD000396-Sample-11	HeLa	390581812	18599133.9	0.000549312	6.739819372	54931.23616	17850.23916	21881.04083	8.71E+16	144.5983269	2581114.717	118.3860497
P68366	PXD000396-Sample-11	HeLa	722974462	8606838.833	0.000254197	6.405170322	25419.69422	49892.36958	14490.682	5.77E+16	95.75999555	4777693.09	78.40095965
P68400	PXD000396-Sample-11	HeLa	117886412	3274622.556	9.67E-05	5.9854879	9671.367809	45114.79919	2613.031956	1.04E+16	17.26791938	779038.7152	14.13765156
P68402	PXD000396-Sample-11	HeLa	388500408	12140637.75	0.000358565	6.554568152	35856.52121	25553.12273	15203.63722	6.05E+16	100.4714777	2567360	82.25836082
P78310	PXD000396-Sample-11	HeLa	123881780	5161740.833	0.000152448	6.183122846	15244.83915	40004.37481	3096.705812	1.23E+16	20.46422209	818658.411	16.75453974
P78318	PXD000396-Sample-11	HeLa	53197992.4	933298.1123	2.76E-05	5.440347039	2756.430449	39197.50289	1357.178098	5.40111E+15	8.968754444	351552.7782	7.342930116
P78330	PXD000396-Sample-11	HeLa	229154616	4406819.538	0.000130152	6.114451918	13015.23211	24991.90372	9169.154082	3.65E+16	60.59329395	1514341.768	49.60915429
P78344	PXD000396-Sample-11	HeLa	2723254822	1736769.657	5.13E-05	5.710068874	5129.427244	102296.8135	26621.11096	1.06E+17	175.9225319	17996314.43	144.0319128
P78346	PXD000396-Sample-11	HeLa	130466951	2174449.183	6.42E-05	5.807675914	6422.082997	29302.68175	4452.389447	1.77E+16	29.42310055	862175.7517	24.08938415
P78347	PXD000396-Sample-11	HeLa	1717940416	1524348.195	4.50E-05	5.653410832	4502.055371	112346.0772	15291.50335	6.09E+16	101.0521308	11352810.49	82.73375518
P78371	PXD000396-Sample-11	HeLa	12940454422	13479640.02	0.000398112	6.600004946	39811.17041	57452.1301	225238.8972	8.96E+17	1488.465193	85515495.94	1218.641447
P78380	PXD000396-Sample-11	HeLa	122261338	3056533.45	9.03E-05	5.955555804	9027.256948	30939.45743	3951.631611	1.57E+16	26.11390033	807949.9075	21.38006413
P78406	PXD000396-Sample-11	HeLa	479006986	4605836.404	0.00013603	6.133635159	13603.01445	40941.85728	11699.68873	4.66E+16	77.31603938	3165462.25	63.30045912
P78417	PXD000396-Sample-11	HeLa	4743674942	22588928.3	0.000667148	6.824222278	66714.81377	27548.03823	172196.4701	6.85E+17	1137.940451	31348027.05	931.6585999
P78527	PXD000396-Sample-11	HeLa	15274520622	451588.2398	1.33E-05	5.125069275	1333.734161	468787.913	32583.00864	1.30E+17	215.321043	100939902.4	176.2884001
P80303	PXD000396-Sample-11	HeLa	370959286	2208090.988	6.52E-05	5.814343616	6521.441705	50191.35869	7390.899463	2.94E+16	48.84190403	2451441.524	39.98801509
P80723	PXD000396-Sample-11	HeLa	11107658700	59399244.39	0.001754315	7.244107572	175431.4979	22680.01189	489755.4178	1.95E+18	3236.492018	73403677.45	2649.792104
P82650	PXD000396-Sample-11	HeLa	262934499.2	2738901.033	8.09E-05	5.907902991	8089.151906	41254.39632	6373.490408	2.54E+16	42.118474	1737572.218	34.48338485
P82663	PXD000396-Sample-11	HeLa	38674876	4297208.444	0.000126915	6.103513072	12691.50344	20103.25632	1923.811515	7.65612E+15	12.71328583	255578.4437	10.40866599
P82673	PXD000396-Sample-11	HeLa	101601240	2257805.333	6.67E-05	5.824013146	6668.269533	36821.08765	2759.322075	1.10E+16	18.2346607	671420.0401	14.92914541
P82675	PXD000396-Sample-11	HeLa	36362851	727257.02	2.15E-05	5.332014573	2147.902548	47976.09765	757.9368224	3.01633E+15	5.008737803	240299.6939	4.100771394
P82912	PXD000396-Sample-11	HeLa	30069636	3758704.5	0.000111011	6.045364835	11101.06985	20602.93711	1459.482978	5.80825E+15	9.644824407	198711.7107	7.896444489
P82930	PXD000396-Sample-11	HeLa	271528362	5221699.269	0.000154219	6.188138507	15421.92218	25634.48853	10592.3066	4.22E+16	69.99803271	1794363.767	57.30903502
P82932	PXD000396-Sample-11	HeLa	61166897.5	3822931.094	0.000112908	6.052723121	11290.75858	14217.59052	4302.198563	1.71E+16	28.43058147	404214.3656	23.27678545
P82933	PXD000396-Sample-11	HeLa	272726542	1420450.74	4.20E-05	5.622752828	4195.201531	45805.76165	5953.978979	2.37E+16	39.34618125	1802281.8	32.21364361
P82970	PXD000396-Sample-11	HeLa	174204667.8	2903411.13	8.58E-05	5.933235189	8575.020926	31505.89852	5529.271532	2.20E+16	36.53955123	1151211.393	29.91578962
P82979	PXD000396-Sample-11	HeLa	1684611526	46794764.61	0.001382051	7.140523918	138205.0519	23656.42963	71211.57133	2.83E+17	470.5934305	11132560.37	385.2859051
P83111	PXD000396-Sample-11	HeLa	29616896	1287691.13	3.80E-05	5.580138356	3803.105346	60654.9908	488.2845684	1.94321E+15	3.226772079	195719.8308	2.641834162
P83731	PXD000396-Sample-11	HeLa	4929427770	60857132.96	0.001797373	7.25463814	179737.2695	17767.89686	277434.5106	1.10E+18	1833.393866	32575553.12	1501.042661
P84085	PXD000396-Sample-11	HeLa	313921878	5707670.509	0.000168572	6.226785546	16857.20412	20516.57995	15300.88732	6.09E+16	101.1141437	2074516.412	82.78452658
P84090	PXD000396-Sample-11	HeLa	974786900	64985793.33	0.00191931	7.283145076	191930.978	12251.00262	79567.92848	3.17E+17	525.8154499	6441766.453	430.4974707
P84095	PXD000396-Sample-11	HeLa	408429342	6188323.364	0.000182768	6.26189965	18276.77858	21294.93171	19179.65024	7.63E+16	126.7464997	2699058.055	103.770339
P84098	PXD000396-Sample-11	HeLa	3800176858	105560468.3	0.003117654	7.493827959	311765.4317	23451.24669	162045.8353	6.45E+17	1070.861155	25113029.12	876.7392034
P84101	PXD000396-Sample-11	HeLa	72245910	18061477.5	0.000533433	6.727079926	53343.30571	6895.638071	10477.04495	4.17E+16	69.23633941	477428.7379	56.6854188
P84103	PXD000396-Sample-11	HeLa	3562817086	63621733.68	0.001879023	7.273932151	187902.3236	19317.90349	184430.8358	7.34E+17	1218.789841	23544464.52	997.8518961
P84157	PXD000396-Sample-11	HeLa	59983480	4284534.286	0.000126541	6.102230274	12654.0712	21452.40125	2796.119619	1.11E+16	18.47783301	396393.888	15.1282363
P98082	PXD000396-Sample-11	HeLa	453695090	7822329.138	0.000231027	6.363662737	23102.69991	82397.00056	5506.208805	2.19E+16	36.38714386	2998191.513	29.79101013
P98175	PXD000396-Sample-11	HeLa	136671260	854195.375	2.52E-05	5.401883867	2522.806068	103469.3601	1320.886298	5.25668E+15	8.728924284	903176.2099	7.146575526
P98179	PXD000396-Sample-11	HeLa	1078910232	22477296.5	0.000663851	6.822070726	66385.1171	17159.98734	62873.60302	2.50E+17	415.4929316	7129853.447	340.1738312
P98194	PXD000396-Sample-11	HeLa	34858272	435728.4	1.29E-05	5.109542519	1286.893237	100512.2443	346.8062248	1.38017E+15	2.291828814	230356.8577	1.87637413
Q00325	PXD000396-Sample-11	HeLa	5272508598	27750045.25	0.000819578	6.913590347	81957.81035	40068.73757	131586.5914	5.24E+17	869.5747657	34842763.08	711.9413041
Q00341	PXD000396-Sample-11	HeLa	982338967.7	676541.9888	2.00E-05	5.300621407	1998.119264	141352.1467	6949.586478	2.77E+16	45.92553823	6491673.419	37.60031784
Q00403	PXD000396-Sample-11	HeLa	87931970	4885109.444	0.000144278	6.159200949	14427.82776	34810.64229	2526.008261	1.01E+16	16.69283335	581088.2507	13.66681511
Q00535	PXD000396-Sample-11	HeLa	41837914	1307434.813	3.86E-05	5.586746696	3861.416925	33283.21203	1257.027536	5.00255E+15	8.306921042	276481.0143	6.801071551
Q00610	PXD000396-Sample-11	HeLa	19926717669	3430908.69	0.000101329	6.005735811	10132.94793	191492.525	104060.0288	4.14E+17	687.6686614	131683408.3	563.0105
Q00653	PXD000396-Sample-11	HeLa	225268905	804531.8036	2.38E-05	5.375869868	2376.128196	96688.92525	2329.831513	9.27194E+15	15.39642201	1488663.497	12.60541267
Q00688	PXD000396-Sample-11	HeLa	1222210790	16975149.86	0.000501349	6.700140268	50134.9133	25161.31708	48574.99255	1.93E+17	321.0022185	8076838.605	262.812063
Q00765	PXD000396-Sample-11	HeLa	475095578	16967699.21	0.000501129	6.699949608	50112.90834	21479.04217	22119.03	8.80E+16	146.1710507	3139614.162	119.6736757
Q00796	PXD000396-Sample-11	HeLa	907021263	4122823.923	0.000121765	6.085521439	12176.471	38299.81373	23682.13249	9.42E+16	156.5006327	5993945.081	128.1307473
Q00839	PXD000396-Sample-11	HeLa	20614384638	20150913.62	0.000595143	6.774621393	59514.30861	90528.0052	227712.79	9.06E+17	1504.813628	136227776	1232.026295
Q01081	PXD000396-Sample-11	HeLa	738034630	16773514.32	0.000495394	6.694950715	49539.39688	27854.46862	26496.0944	1.05E+17	175.0963745	4877216.467	143.3555182
Q01082	PXD000396-Sample-11	HeLa	2685117367	495317.7212	1.46E-05	5.165210517	1462.886114	274438.686	9784.033751	3.89E+16	64.65665511	17744287.47	52.9359236
Q01085	PXD000396-Sample-11	HeLa	346689039.5	3611344.161	0.000106659	6.02799553	10665.85143	41564.11442	8341.066431	3.32E+16	55.12097251	2291054.408	45.12883608
Q01105	PXD000396-Sample-11	HeLa	3433888110	54506160.48	0.001609801	7.206772242	160980.1181	33468.70566	102599.9674	4.08E+17	678.0200146	22692452.3	555.1109261
Q01130	PXD000396-Sample-11	HeLa	755809750	20994715.28	0.000620064	6.792436641	62006.41755	25461.18396	29684.78415	1.18E+17	196.1684617	4994681.292	160.6077315
Q01433	PXD000396-Sample-11	HeLa	320713610.5	1781742.281	5.26E-05	5.721171537	5262.250731	94829.8599	3381.989711	1.35E+16	22.34948774	2119398.791	18.29805104
Q01518	PXD000396-Sample-11	HeLa	3153742441	5119711.755	0.000151207	6.179572162	15120.70922	51868.69287	60802.42756	2.42E+17	401.8058082	20841142.06	328.9678615
Q01581	PXD000396-Sample-11	HeLa	707979269.5	2458261.352	7.26E-05	5.860954705	7260.302312	57257.35229	12364.86217	4.92E+16	81.71176116	4678599.095	66.89933989
Q01650	PXD000396-Sample-11	HeLa	3974304264	31049252.06	0.000917018	6.962377794	91701.78602	54974.27914	72293.88591	2.88E+17	477.7457812	26263729.93	391.1417028
Q01658	PXD000396-Sample-11	HeLa	76970738	5497909.857	0.000162377	6.210524266	16237.69076	19431.66297	3961.098858	1.58E+16	26.17646353	508652.2172	21.4312861
Q01780	PXD000396-Sample-11	HeLa	206897752	650621.8616	1.92E-05	5.283655303	1921.565989	100767.6736	2053.215526	8.1711E+15	13.56843726	1367259.858	11.10879858
Q01813	PXD000396-Sample-11	HeLa	4069970534	5087463.168	0.000150255	6.176827929	15025.46528	85541.53198	47578.88291	1.89E+17	314.4195432	26895929.41	257.4226719
Q01844	PXD000396-Sample-11	HeLa	1034018826	10137439.47	0.000299402	6.476254925	29940.21574	68435.70346	15109.34751	6.01E+16	99.84837501	6833193.784	81.74821203
Q01970	PXD000396-Sample-11	HeLa	3790356.5	68915.57273	2.04E-06	4.308644021	203.5373055	138712.7141	27.32522772	1.08745E+14	0.180575606	25048.13242	0.147841494
Q02218	PXD000396-Sample-11	HeLa	848442463.5	1002887.073	2.96E-05	5.471578684	2961.956557	115861.3997	7322.908801	2.91E+16	48.39259561	5606833.862	39.62015572
Q02241	PXD000396-Sample-11	HeLa	110520477	736803.18	2.18E-05	5.337678143	2176.096462	109989.7499	1004.825242	3.99887E+15	6.64027136	730361.7859	5.436546274
Q02543	PXD000396-Sample-11	HeLa	6041720800	74589145.68	0.002202938	7.343002284	220293.8049	20748.89983	291182.706	1.16E+18	1924.247225	39926012.93	1575.426442
Q02750	PXD000396-Sample-11	HeLa	413686210	5171077.625	0.000152724	6.183907708	15272.41471	43411.28389	9529.462686	3.79E+16	62.97435168	2733797.459	51.55858223
Q02790	PXD000396-Sample-11	HeLa	7880764432	9705374.916	0.000286641	6.457338968	28664.14341	51772.0716	152220.3804	6.06E+17	1005.930773	52079120.01	823.579173
Q02809	PXD000396-Sample-11	HeLa	1840056064	1991402.667	5.88E-05	5.769485736	5881.467961	83497.39123	22037.28807	8.77E+16	145.6308687	12159797.62	119.2314159
Q02818	PXD000396-Sample-11	HeLa	274589364	1400966.143	4.14E-05	5.616754291	4137.655142	53846.32996	5099.500081	2.03E+16	33.69945631	1814592.044	27.59053715
Q02878	PXD000396-Sample-11	HeLa	13027714054	54282141.89	0.001603185	7.204983627	160318.495	32707.62897	398308.1154	1.59E+18	2632.1731	86092141.12	2155.021998
Q02978	PXD000396-Sample-11	HeLa	488367749	2713154.161	8.01E-05	5.903801122	8013.110327	34039.85142	14346.94126	5.71E+16	94.81010152	3227321.769	77.62325907
Q03135	PXD000396-Sample-11	HeLa	270251836	5405036.72	0.000159634	6.2031253	15963.39647	20458.48137	13209.77013	5.26E+16	87.29523761	1785927.992	71.47066332
Q03252	PXD000396-Sample-11	HeLa	1387563275	2884746.933	8.52E-05	5.930434372	8519.897532	69905.69834	19849.07251	7.90E+16	131.1702993	9169551.373	107.3922078
Q03405	PXD000396-Sample-11	HeLa	82298386	2420540.765	7.15E-05	5.854239052	7148.897204	36953.25893	2227.094129	8.86308E+15	14.71749389	543859.3626	12.04955825
Q03518	PXD000396-Sample-11	HeLa	35709540.5	714190.81	2.11E-05	5.324140909	2109.312415	80913.5943	441.329307	1.75634E+15	2.916473667	235982.3671	2.387785557
Q03519	PXD000396-Sample-11	HeLa	67476479	648812.2981	1.92E-05	5.282445724	1916.22157	75615.81078	892.3593929	3.55129E+15	5.897053809	445910.505	4.828056592
Q03701	PXD000396-Sample-11	HeLa	143998170	999987.2917	2.95E-05	5.470321132	2953.392258	120898.3316	1191.068298	4.74005E+15	7.871037049	951595.247	6.444203078
Q04206	PXD000396-Sample-11	HeLa	38335196	1916759.8	5.66E-05	5.752894344	5661.015495	60181.37715	636.9943297	2.53502E+15	4.209503333	253333.7077	3.446419343
Q04323	PXD000396-Sample-11	HeLa	392218244.5	4669264.815	0.000137903	6.139575157	13790.34581	33304.94049	11776.57845	4.69E+16	77.82415624	2591928.892	63.71646634
Q04446	PXD000396-Sample-11	HeLa	260051676	1625322.975	4.80E-05	5.681266326	4800.277294	80422.63442	3233.563261	1.29E+16	21.36862871	1718521.415	17.4949987
Q04637	PXD000396-Sample-11	HeLa	7270061910	2770602.862	8.18E-05	5.91290093	8182.781031	175382.2667	41452.66251	1.65E+17	273.9351245	48043363.04	224.2771265
Q04726	PXD000396-Sample-11	HeLa	65200076.8	958824.6588	2.83E-05	5.452065846	2831.821312	83364.11311	782.1120428	3.11254E+15	5.168496951	430867.1644	4.231569964
Q04760	PXD000396-Sample-11	HeLa	2121701580	24110245.23	0.000712079	6.852528279	71207.91652	20764.2479	102180.5167	4.07E+17	675.2481233	14021019.43	552.8415135
Q04837	PXD000396-Sample-11	HeLa	2047541170	37917429.07	0.001119865	7.049165534	111986.4646	17249.03342	118704.6903	4.72E+17	784.4462127	13530938.94	642.2445565
Q04917	PXD000396-Sample-11	HeLa	1352678010	10567796.95	0.000312112	6.494311111	31211.24634	28201.01885	47965.57235	1.91E+17	316.9749356	8939016.135	259.5148318
Q05048	PXD000396-Sample-11	HeLa	244093306	2871685.953	8.48E-05	5.928463595	8481.322843	48326.72312	5050.897107	2.01E+16	33.37826918	1613062.373	27.3275737
Q05397	PXD000396-Sample-11	HeLa	78736268	715784.2545	2.11E-05	5.325108792	2114.018541	119157.2961	660.7758868	2.62966E+15	4.366661001	520319.5179	3.575088021
Q05519	PXD000396-Sample-11	HeLa	457882244	9539213.417	0.000281734	6.449839216	28173.39709	53510.17774	8556.918764	3.41E+16	56.54740768	3025861.836	46.29669209
Q05639	PXD000396-Sample-11	HeLa	715299680	18823675.79	0.000555944	6.745031085	55594.40485	50438.30742	14181.67493	5.64E+16	93.71795808	4726975.181	76.72909556
Q05682	PXD000396-Sample-11	HeLa	551290552	1968894.829	5.81E-05	5.76454917	5814.992642	93175.42709	5916.694661	2.35E+16	39.09979215	3643139.833	32.01191906
Q06124	PXD000396-Sample-11	HeLa	322242200	826262.0513	2.44E-05	5.387444458	2440.306957	67968.05903	4741.082864	1.89E+16	31.3308976	2129500.298	25.65134245
Q06136	PXD000396-Sample-11	HeLa	56497816	4708151.333	0.000139052	6.143177065	13905.19441	36163.63203	1562.282681	6.21736E+15	10.32416435	373359.2807	8.452636075
Q06203	PXD000396-Sample-11	HeLa	944660900	5867459.006	0.000173291	6.238776715	17329.12823	57362.36227	16468.30539	6.55E+16	108.8288909	6242682.268	89.10077156
Q06210	PXD000396-Sample-11	HeLa	1671111662	1689698.343	4.99E-05	5.698135829	4990.405425	78756.32184	21218.76216	8.44E+16	140.2217349	11043348.08	114.8028309
Q06265	PXD000396-Sample-11	HeLa	451477269	4031047.045	0.000119054	6.075744518	11905.41443	48918.10245	9229.247383	3.67E+16	60.99041358	2983535.3	49.93428547
Q06323	PXD000396-Sample-11	HeLa	3221021318	15338196.75	0.000453003	6.656100956	45300.28723	28705.01488	112211.1008	4.47E+17	741.5340776	21285746.73	607.1113826
Q07020	PXD000396-Sample-11	HeLa	9578826840	171050479.3	0.005051856	7.703450947	505185.5813	21621.06793	443032.0867	1.76E+18	2927.72629	63300568.98	2396.998343
Q07021	PXD000396-Sample-11	HeLa	5268782081	53763082.45	0.001587855	7.200810812	158785.4894	31342.60855	168102.8582	6.69E+17	1110.88829	34818136.82	909.5103598
Q07065	PXD000396-Sample-11	HeLa	3571954965	3241338.444	9.57E-05	5.981051031	9573.065522	65982.7321	54134.69329	2.15E+17	357.7428577	23604851.14	292.892488
Q07157	PXD000396-Sample-11	HeLa	139752506	589673.0211	1.74E-05	5.240937909	1741.557867	195339.9694	715.4322099	2.84718E+15	4.727850989	923538.2676	3.870802755
Q07666	PXD000396-Sample-11	HeLa	1585045962	16510895.44	0.000487638	6.688097278	48763.77046	48197.18309	32886.69296	1.31E+17	217.3279057	10474592.86	177.9314657
Q07812	PXD000396-Sample-11	HeLa	32696864	3632984.889	0.000107298	6.030590243	10729.7658	21170.76176	1544.434932	6.14633E+15	10.20621957	216073.443	8.356071908
